income_type,sex,unit,district,year,value
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2015,344431.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2016,352424.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2017,360001.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2018,369398.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2019,382865.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2020,394721.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2021,420871.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2022,417298.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2023,450833.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2024,478230.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1987,123319.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1988,129356.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1989,134185.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1990,135256.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1991,137926.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1992,139649.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1993,140052.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1994,149532.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1995,154961.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1996,160668.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1997,165900.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1998,175581.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,1999,185379.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,2000,197623.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,2001,206109.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,2002,211929.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,2003,216681.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vesterbro/Kongens Enghave,2004,222675.0
