income_type,sex,unit,district,year,value
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2010,288632.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2011,289872.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2012,292927.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2013,299316.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2014,305905.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2015,318348.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2016,329469.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2017,342876.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2018,348774.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2019,363427.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2020,380906.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2021,402817.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2022,413619.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2023,443718.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Amager Øst,2024,474653.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1987,128679.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1988,135311.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1989,141277.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1990,144043.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1991,147684.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1992,149895.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1993,151813.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1994,160584.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1995,164958.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1996,169181.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1997,173622.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1998,182190.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,1999,189318.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2000,196784.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2001,205462.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2002,209757.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2003,212538.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2004,216043.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2005,222636.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2006,234753.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2007,246113.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2008,253667.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2009,252217.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2010,250074.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2011,250107.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2012,253745.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2013,255431.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2014,257576.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2015,263829.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2016,268407.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2017,273749.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2018,284478.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2019,293755.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2020,310031.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2021,328233.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2022,338070.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2023,364398.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Bispebjerg,2024,386497.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1987,150965.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1988,157342.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1989,161961.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1990,166150.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1991,169511.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1992,171724.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1993,173875.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1994,183137.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1995,188252.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1996,193422.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1997,198318.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1998,206866.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1999,214808.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2000,225198.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2001,233831.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2002,238254.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2003,242213.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2004,248185.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2005,257342.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2006,267502.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2007,278742.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2008,286882.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2009,285377.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2010,293478.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2011,295581.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2012,297095.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2013,297735.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2014,301063.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2015,309150.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2016,312795.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2017,317631.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2018,327616.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2019,342918.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2020,358486.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2021,374667.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2022,381570.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2023,408096.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2024,427173.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1987,170776.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1988,180502.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1989,183768.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1990,190877.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1991,197488.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1992,201218.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1993,197713.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1994,210997.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1995,215238.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1996,231699.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1997,242209.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1998,258834.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,1999,271488.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2000,292287.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2001,307743.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2002,339186.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2003,335580.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2004,337397.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2005,345819.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2006,383560.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2007,390167.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2008,388797.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2009,376073.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2010,383051.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2011,403128.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2012,408613.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2013,423425.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2014,448805.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2015,475782.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2016,490804.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2017,506260.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2018,519125.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2019,552541.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2020,577682.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2021,621326.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2022,616125.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2023,654629.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Indre By,2024,696993.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1987,125155.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1988,132229.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1989,135846.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1990,138537.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1991,141340.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1992,143955.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1993,143189.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1994,151328.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1995,156042.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1996,160588.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1997,166390.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1998,174962.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,1999,184355.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2000,193877.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2001,202663.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2002,205343.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2003,208880.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2004,212094.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2005,217745.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2006,230226.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2007,240133.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2008,247373.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2009,247998.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2010,245639.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2011,249928.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2012,253674.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2013,257705.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2014,264755.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2015,274722.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2016,281002.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2017,289759.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2018,297197.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2019,310060.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2020,324812.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2021,346595.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2022,351052.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2023,389660.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Nørrebro,2024,405568.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1987,145751.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1988,152673.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1989,157293.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1990,160695.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1991,163804.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1992,166705.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1993,168513.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1994,178525.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1995,184073.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1996,188102.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1997,194376.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1998,205461.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,1999,213581.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2000,223254.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2001,231828.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2002,236208.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2003,238409.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2004,245541.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2005,256513.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2006,266039.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2007,283667.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2008,289615.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2009,290487.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2010,294905.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2011,300244.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2012,307196.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2013,308055.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2014,313877.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2015,324305.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2016,330339.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2017,335832.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2018,348985.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2019,363440.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2020,373995.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2021,392577.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2022,399945.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2023,430847.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Valby,2024,458905.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1987,158593.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1988,168505.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1989,172466.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1990,176893.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1991,182050.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1992,183757.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1993,186891.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1994,196367.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1995,202998.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1996,209349.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1997,216321.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1998,227850.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,1999,235970.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2000,247253.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2001,258382.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2002,262354.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2003,265075.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2004,270609.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2005,281976.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2006,294058.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2007,305759.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2008,318056.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2009,312683.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2010,319471.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2011,320639.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2012,324698.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2013,330854.0
Personal income in total (ex. imputed rent and before deductions of interest expenses),Men,Average income for people with the type of income (DKK),Vanløse,2014,337157.0
